string,doc_id,word_loc,string_length,number_words,before_'s,contains_'s,before_after_said,position_or_title_before,post_name_after,two_capitals,capital_before,capital_after,contains_first_name,first_name_before,first_name_after,contains_last_name,last_name_before,last_name_after,common_proper_noun,contains_nba_teamcity,contains_nba_person,contains_partial_nba_person,partial_nba_person_before,partial_nba_person_after,label
Harris,290.,281,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Porter,290.,283,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Cleveland,290.,333,9,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
Cleveland Los,290.,333,13,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
Cleveland Los Angeles,290.,333,21,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Los,290.,334,3,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
Los Angeles,290.,334,11,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
Angeles,290.,335,7,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
New,290.,337,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
New York,290.,337,8,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
New York Andr,290.,337,13,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
New York Andr Snellings,290.,337,23,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
York,290.,338,4,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
York Andr,290.,338,9,2,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
York Andr Snellings,290.,338,19,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Andr,290.,339,4,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0
Andr Snellings,290.,339,14,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1
Snellings,290.,340,9,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Isaiah,290.,354,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Isaiah Thomas,290.,354,13,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1
Isaiah Thomas George,290.,354,20,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0
Isaiah Thomas George Hill,290.,354,25,4,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1,1
Thomas,290.,355,6,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
Thomas George,290.,355,13,2,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
Thomas George Hill,290.,355,18,3,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
Thomas George Hill Rodney,290.,355,25,4,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0
George,290.,356,6,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
George Hill,290.,356,11,2,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
George Hill Rodney,290.,356,18,3,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0
George Hill Rodney Hood,290.,356,23,4,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1
Hill,290.,357,4,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
Hill Rodney,290.,357,11,2,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0
Hill Rodney Hood,290.,357,16,3,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0
Rodney,290.,358,6,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0
Rodney Hood,290.,358,11,2,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1
Hood,290.,359,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Jordan,290.,361,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Jordan Clarkson,290.,361,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Clarkson,290.,362,8,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Cleveland,290.,367,11,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Cavaliers,290.,371,9,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Jordan,290.,381,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Jordan Clarkson,290.,381,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Clarkson,290.,382,8,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Rodney,290.,389,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
Rodney Hood,290.,389,11,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Hood,290.,390,4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Larry,290.,397,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Larry Nance,290.,397,11,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0
Larry Nance Jr,290.,397,14,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Nance,290.,398,5,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0
Nance Jr,290.,398,8,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0
Jr,290.,399,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Jeff,290.,407,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Jeff Green,290.,407,10,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Green,290.,408,5,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Thunder,290.,416,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Jerami,290.,434,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Jerami Grant,290.,434,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Grant,290.,435,5,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Hey,290.,442,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
My,290.,454,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Both,290.,488,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Dewayne,290.,540,7,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
Dewayne Dedmon,290.,540,14,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Dedmon,290.,541,6,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Atlanta,290.,553,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Atlanta Hawks,290.,553,13,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Hawks,290.,554,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Wednesday,290.,556,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
TO,290.,575,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TO Since,290.,575,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Since,290.,576,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hawks,290.,587,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
Zach,290.,599,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
Zach Randolph,290.,599,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Randolph,290.,600,8,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
TO,290.,612,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sacramento,290.,626,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
Sacramento Kings,290.,626,16,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Kings,290.,627,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Willie,290.,634,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Willie Cauley-Stein,290.,634,19,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Cauley-Stein,290.,635,12,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Kings,290.,649,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
Cauley-Stein,290.,661,12,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Justin,290.,669,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Justin Jackson,290.,669,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
Jackson,290.,670,7,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Tuesday,290.,680,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Joffrey,290.,691,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
Joffrey Lauvergne,290.,691,17,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Lauvergne,290.,692,9,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0
Spurs,290.,695,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,290.,697,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
TO,290.,713,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Break,290.,721,5,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
Break He,290.,721,10,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
He,290.,722,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
LaMarcus,290.,729,8,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
LaMarcus Aldridge,290.,729,17,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Aldridge,290.,730,8,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Tuesday,290.,737,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Gregg,290.,746,5,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0
Gregg Popovich,290.,746,14,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Popovich,290.,747,8,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0
Jokic,290.,762,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
On,290.,790,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
On Tuesday,290.,790,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Tuesday,290.,791,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Nuggets,290.,798,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Trey,290.,811,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Trey Lyles,290.,811,10,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Lyles,290.,812,5,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Manu,290.,816,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0
Manu Ginobili,290.,816,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Ginobili,290.,817,8,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Tuesday,290.,819,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Spurs,290.,847,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spurs,290.,857,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ginobili,290.,866,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Hawks,290.,879,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
On,290.,903,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,290.,908,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Detroit,290.,911,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Detroit Pistons,290.,911,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Pistons,290.,912,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Andre,290.,916,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
Andre Drummond,290.,916,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Drummond,290.,917,8,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Drummond,290.,935,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
Tonight,290.,954,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Isaiah,290.,970,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Isaiah Thomas,290.,970,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Thomas,290.,971,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Los,290.,978,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
Los Angeles,290.,978,11,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
Los Angeles Lakers,290.,978,18,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Angeles,290.,979,7,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0
Angeles Lakers,290.,979,14,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Lakers,290.,980,6,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
Lonzo,290.,984,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Lonzo Ball,290.,984,10,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Ball,290.,985,4,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
New,290.,991,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
New Orleans,290.,991,11,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0
New Orleans Pelicans,290.,991,20,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Orleans,290.,992,7,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0
Orleans Pelicans,290.,992,16,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Pelicans,290.,993,8,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0
Russell,290.,996,7,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Elfrid,290.,1018,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
Elfrid Payton,290.,1018,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Payton,290.,1019,6,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0
Phoenix,290.,1028,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
Phoenix Suns,290.,1028,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Suns,290.,1029,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0
Devin,290.,1032,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Devin Booker,290.,1032,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Booker,290.,1033,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0
Emmanuel,290.,1038,8,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0
Emmanuel Mudiay,290.,1038,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Mudiay,290.,1039,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
New,290.,1056,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
New York,290.,1056,8,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0
New York Knicks,290.,1056,15,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
York,290.,1057,4,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0
York Knicks,290.,1057,11,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Knicks,290.,1058,6,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0
Finally,290.,1060,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Finally DJ,290.,1060,10,2,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0
Finally DJ Augustin,290.,1060,19,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
DJ,290.,1061,2,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0
DJ Augustin,290.,1061,11,2,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1
Augustin,290.,1062,8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Shelvin,290.,1064,7,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Shelvin Mack,290.,1064,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Mack,290.,1065,4,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0
Round,290.,1069,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orlando,290.,1082,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
Orlando Magic,290.,1082,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Magic,290.,1083,5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
Russell,291.,0,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Russell Westbrook,291.,0,17,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Westbrook,291.,1,9,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Oklahoma,291.,20,8,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
Oklahoma City,291.,20,15,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
City,291.,21,6,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0
Golden,291.,25,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0
Golden State,291.,25,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
State,291.,26,5,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
OAKLAND,291.,28,7,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0
OAKLAND Calif,291.,28,13,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Calif,291.,29,5,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
Draymond,291.,31,8,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Draymond Green,291.,31,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Green,291.,32,5,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
Marat,291.,38,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Marat Kogut,291.,38,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Kogut,291.,39,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Russell,291.,62,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Russell Westbrook,291.,62,17,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
Westbrook,291.,63,9,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
Thunder,291.,67,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Green,291.,72,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
Westbrook,291.,76,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Tuesday,291.,97,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
San,291.,101,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
San Francisco,291.,101,13,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
San Francisco Westbrook,291.,101,23,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Francisco,291.,102,9,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Francisco Westbrook,291.,102,19,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Westbrook,291.,103,9,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1
Carmelo,291.,119,7,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Carmelo Anthony,291.,119,17,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
Anthony,291.,120,9,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Tuesday,291.,127,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Golden,291.,130,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
Golden State,291.,130,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
State,291.,131,5,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
Thunder,291.,139,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
Thursday,291.,151,10,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Lakers,291.,155,6,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0
Lakers Draymond,291.,155,15,2,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
Lakers Draymond Green,291.,155,21,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0
Draymond,291.,156,8,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0
Draymond Green,291.,156,14,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1
Green,291.,157,5,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
Tuesday,291.,178,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
Thunder,291.,186,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Thunder KD,291.,186,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
KD,291.,187,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
OKC,291.,189,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Kevin,291.,198,5,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Kevin Durant,291.,198,12,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Durant,291.,199,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Thunder-related,291.,201,15,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Thunder,291.,214,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Andre,291.,223,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Andre Roberson,291.,223,16,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
Roberson,291.,224,10,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Westbrook,291.,228,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
